14,92
233,49
12,58
20,305
41,221
242,49
116,246
34,252
11,316
75,92
45,230
87,170
315,256
151,252
218,261
15,3
70,211
35,301
12,179
25,281
100,7
15,64
237,289
13,205
42,209
215,365
360,81
186,239
43,284
140,340
35,158
118,60
484,363
116,185
50,369
320,329
209,239
5,91
38,10
117,91
68,154
0,60
6,158
87,303
108,331
38,96
13,275
7,168
13,236
76,118
69,49
14,274
26,34
189,218
70,209
43,345
199,376
192,168
153,25
342,246
167,185
15,235
154,49
64,281
163,52
103,58
41,374
8,40
184,162
35,146
190,377
6,119
127,104
163,306
8,64
174,362
55,304
82,49
438,236
56,5
149,262
155,240
105,49
155,146
13,175
218,251
163,231
14,28
68,303
356,235
126,125
16,239
58,96
118,109
164,307
124,215
356,92
42,92
64,335
24,239
179,354
27,254
176,144
163,91
272,49
87,235
27,243
59,243
108,327
5,58
161,252
364,91
57,5
452,252
7,92
64,247
28,284
33,363
229,252
49,216
143,327
111,57
59,60
198,43
125,168
238,92
149,17
24,363
124,252
23,252
138,216
227,74
56,363
221,281
6,32
20,252
119,53
224,284
36,327
174,252
17,92
203,306
230,363
9,158
11,271
23,32
116,231
193,49
105,58
488,371
266,162
50,235
46,327
349,62
121,235
64,92
357,306
79,197
62,7
381,119
203,189
40,5
209,301
290,376
17,238
157,247
18,201
74,49
41,58
379,162
21,92
109,377
55,376
34,259
199,62
226,49
130,158
140,327
223,119
16,58
229,281
47,252
8,240
38,62
45,174
23,201
106,58
57,344
64,119
215,268
420,190
260,325
130,119
42,170
139,278
139,92
113,144
4,375
155,25
108,60
160,281
157,31
336,238
119,58
345,290
299,58
57,261
18,280
200,49
137,66
423,206
155,352
141,320
154,58
369,92
146,58
18,240
149,57
137,162
4,352
121,49
51,92
64,118
141,146
69,7
305,62
184,37
77,376
181,376
118,348
239,62
218,325
70,239
122,10
356,281
13,25
116,281
407,262
402,363
389,251
87,85
213,363
31,49
329,238
78,92
5,352
147,118
41,252
209,60
67,215
18,144
307,278
198,58
357,158
140,33
53,344
27,218
86,92
182,235
11,337
429,216
313,92
10,270
243,49
87,220
13,24
342,162
305,144
485,363
280,64
376,94
130,52
111,184
75,58
399,218
4,201
120,270
222,280
267,49
145,15
23,89
27,60
58,92
148,235
149,110
140,306
108,303
179,162
80,327
108,218
149,205
58,281
13,58
145,341
222,146
421,271
203,260
223,215
74,317
142,344
94,209
157,235
355,63
221,252
13,118
123,327
71,239
201,162
25,280
177,60
13,271
113,64
144,284
135,374
51,40
76,64
10,60
167,313
14,309
193,368
174,363
65,7
436,261
69,32
30,235
45,348
199,144
155,303
111,58
5,170
17,330
224,327
17,116
57,259
64,220
161,162
0,335
137,65
38,60
47,235
189,237
181,284
59,64
116,62
13,292
74,209
28,352
8,335
42,281
36,206
195,58
117,313
124,319
74,259
116,119
9,281
215,58
44,62
198,363
125,119
27,268
20,49
5,341
244,322
149,381
12,259
91,43
182,58
30,53
241,303
230,158
13,162
176,184
295,53
111,8
42,218
18,318
177,235
118,190
45,369
171,58
14,141
148,280
15,34
163,252
46,64
270,92
117,303
74,35
109,254
315,363
48,146
182,162
4,353
258,49
87,376
105,60
4,192
32,10
357,252
47,92
20,58
3,327
17,192
279,159
198,144
117,235
11,244
39,221
233,58
124,268
161,316
42,165
68,173
13,179
350,62
474,335
41,376
124,60
49,91
190,363
314,251
326,162
77,256
203,58
11,355
12,316
10,218
13,125
157,265
90,329
116,235
0,251
9,303
9,172
45,301
174,340
70,259
18,194
32,162
222,306
312,58
80,25
176,49
42,337
171,363
237,209
154,25
236,58
50,280
18,243
171,235
21,235
181,60
139,106
121,193
150,23
46,5
13,11
17,306
401,363
17,144
78,7
78,261
264,119
58,185
223,261
129,261
234,49
175,251
10,7
118,246
64,303
4,42
120,100
87,145
5,301
203,239
33,158
139,215
6,109
105,7
57,62
10,240
348,119
137,331
129,10
121,92
320,58
31,252
162,118
91,363
68,235
46,321
107,43
12,281
199,44
229,146
223,307
307,274
160,91
28,306
163,158
76,7
119,312
359,64
177,375
124,48
125,377
64,178
157,179
27,162
113,313
76,66
8,154
22,131
252,327
139,316
18,241
16,309
78,352
74,309
195,375
13,6
140,239
13,94
289,327
130,306
231,49
149,325
9,382
37,363
145,62
20,261
136,298
159,158
167,79
373,162
125,49
86,377
153,278
32,337
31,91
46,49
291,53
113,94
490,375
189,37
222,377
32,58
116,348
18,270
251,339
170,52
42,217
22,146
286,376
17,62
59,125
23,106
72,218
4,168
120,162
222,235
54,369
38,238
216,49
192,73
164,289
74,243
159,37
17,64
157,340
393,125
35,15
141,15
174,185
109,261
16,141
36,281
203,170
64,326
70,306
251,281
132,10
64,256
55,53
13,161
79,58
115,106
407,235
153,341
36,231
39,122
259,138
109,64
21,91
77,60
333,58
8,5
24,49
23,190
218,66
174,91
123,218
87,347
51,281
222,78
54,221
229,52
75,235
223,49
37,10
304,238
1,363
87,345
123,370
162,316
185,239
243,344
43,60
70,168
54,217
448,238
175,64
361,251
23,90
289,62
5,1
49,251
4,260
22,64
9,119
271,60
17,272
137,49
74,191
118,280
49,40
117,58
3,237
110,58
47,284
242,309
46,40
87,125
108,376
171,92
13,274
308,92
440,346
147,369
147,146
491,376
166,270
330,58
439,236
23,91
241,49
11,376
67,7
12,303
9,240
51,376
8,60
45,52
181,330
148,160
201,234
167,306
58,49
136,10
137,11
228,218
176,216
36,163
11,296
87,270
125,68
39,235
258,284
13,135
89,7
240,49
292,327
295,260
162,91
224,218
21,58
174,329
215,215
1,256
76,92
137,337
399,323
108,10
406,289
153,340
29,363
48,7
64,63
55,5
237,49
217,92
23,261
363,343
279,305
141,363
270,348
46,231
114,218
153,49
46,215
315,183
67,146
11,240
222,64
13,329
78,144
264,60
77,235
13,184
13,259
170,49
153,201
240,252
140,75
173,205
39,10
221,373
207,58
108,320
8,327
366,91
330,162
117,125
38,58
116,218
70,49
49,64
342,281
49,141
222,49
175,355
120,352
15,35
241,62
223,92
7,62
190,125
13,318
268,58
307,185
272,62
332,162
64,363
13,66
13,89
88,96
45,168
47,5
215,240
292,53
42,235
9,90
10,209
53,119
50,64
280,144
30,144
269,252
305,238
164,58
174,122
162,119
1,125
167,33
390,125
14,265
126,10
117,206
166,306
201,281
9,52
44,252
140,92
190,39
125,190
70,252
412,252
77,215
112,158
265,60
137,99
25,252
154,369
37,370
47,306
53,363
36,376
241,123
314,284
203,355
33,5
78,58
121,335
455,335
161,158
23,10
218,118
116,280
12,130
133,172
226,231
195,149
222,303
45,318
190,162
13,361
49,351
25,18
124,58
203,224
4,327
11,352
9,376
135,10
90,278
68,23
383,125
113,215
145,345
297,58
137,327
4,91
271,259
116,322
191,369
127,10
46,58
400,375
2,162
13,322
116,268
202,322
145,92
144,268
196,43
6,179
29,53
55,146
11,239
279,92
45,5
129,146
140,58
466,327
193,282
15,33
148,239
166,49
117,348
70,58
215,209
12,355
46,31
67,62
12,377
160,348
363,264
440,238
172,306
0,261
248,49
135,92
138,289
257,49
7,85
337,216
14,68
58,348
168,235
222,58
381,162
75,79
198,281
148,62
15,331
445,238
64,376
29,172
171,256
75,352
215,162
191,363
40,118
35,27
154,281
130,377
163,32
130,303
140,76
124,376
84,190
271,303
87,34
226,270
19,238
172,162
222,239
12,364
169,33
18,5
28,49
23,119
37,107
11,252
15,162
161,365
492,376
74,64
13,40
408,376
36,303
103,162
117,118
33,11
74,162
37,118
240,62
199,306
10,249
487,363
54,251
148,27
251,92
164,62
142,369
74,377
90,65
54,49
123,33
113,261
148,74
215,259
54,243
18,369
54,265
264,363
105,363
174,92
200,105
270,58
0,58
18,179
93,7
59,364
174,35
87,340
90,58
215,87
10,318
159,363
67,289
85,125
105,376
408,303
29,377
251,141
46,242
29,55
252,307
155,252
28,376
137,263
41,125
18,101
6,252
121,144
130,252
401,146
143,283
193,39
21,327
174,203
240,162
33,49
181,58
243,363
92,7
85,215
54,179
116,252
173,34
27,372
121,15
35,162
74,166
10,355
404,218
16,327
49,281
251,58
19,270
279,49
39,40
22,235
57,303
324,58
234,58
7,252
171,251
78,281
233,261
116,91
8,63
160,31
70,144
174,119
12,205
43,306
329,239
18,268
256,252
123,364
24,119
354,62
253,58
10,301
143,251
28,320
64,320
29,338
233,327
366,238
124,52
353,138
202,352
18,125
179,242
4,219
42,363
6,340
290,62
294,281
79,97
68,7
147,352
134,119
192,52
225,49
226,68
282,158
156,256
230,359
83,58
139,162
149,92
20,278
145,331
43,49
79,363
399,251
90,284
282,125
157,62
42,144
116,340
139,146
140,118
19,36
293,144
133,10
26,5
264,149
48,162
194,252
118,303
58,252
122,144
277,64
215,190
87,320
74,301
385,122
67,358
39,119
64,211
176,60
17,358
150,209
11,211
191,52
149,270
54,166
161,32
177,106
113,92
148,315
223,281
41,126
50,252
192,58
105,281
21,281
7,285
18,184
361,238
134,164
12,252
318,58
118,340
215,247
85,325
209,49
21,363
137,303
50,327
22,52
64,268
326,58
209,340
1,5
289,53
142,58
4,270
357,203
54,5
48,158
463,303
171,281
17,37
215,146
56,144
167,119
18,49
237,62
21,60
50,278
113,162
68,118
159,264
177,361
28,313
10,184
348,60
37,306
21,33
27,377
282,52
2,94
4,263
305,72
193,81
27,244
193,58
22,91
59,120
54,215
280,370
1,40
124,122
361,324
46,280
148,92
19,184
254,251
200,235
37,141
123,203
4,218
45,185
27,15
54,267
4,107
46,301
261,281
261,335
87,334
62,111
292,376
50,254
239,91
113,363
81,58
17,104
235,99
141,179
221,146
37,8
321,58
37,148
87,261
74,247
2,270
12,162
16,322
45,175
161,254
319,206
109,356
123,58
1,331
8,209
306,289
181,229
167,52
5,309
64,64
35,62
172,49
330,119
143,303
420,251
218,162
38,52
87,215
32,125
164,235
77,7
182,278
68,327
309,129
161,118
221,106
12,310
35,9
50,49
22,5
124,308
230,52
215,92
170,60
108,329
35,252
4,301
12,146
8,377
131,251
251,318
31,106
271,49
163,281
216,58
124,226
50,306
167,68
81,7
15,252
161,119
228,162
307,68
196,58
216,303
13,363
105,342
162,158
14,3
203,49
163,119
35,5
172,64
124,363
123,215
184,325
13,2
140,251
38,92
58,62
147,91
119,373
70,31
111,104
307,92
125,344
153,58
167,162
